5
8
9
14
15
16
17
18
19
20
21
22
24
27
28
32
33
34
36
43
44
52
62
79
83
84
90
91
92
94
102
103
110
111
114
118
121
122
123
130
131
133
134
136
137
139
140
141
142
143
144
145
148
149
150
151
152
154
170
171
